36            -1963.5            1159
37            -1945.5            1412
27            -1948.5            -1394
28            -1963.5            -1129
29            -1951.5            -849
30            -1960.5            -563
31            -1960.5            -277
32            -1960.5            21
33            -1960.5            310
34            -1960.5            596
35            -1960.5            882
49            -1680.5            1156
50            -1686.5            1415
40            -1686.5            -1400
41            -1683.5            -1132
42            -1683.5            -852
43            -1686.5            -566
44            -1686.5            -277
45            -1683.5            21
46            -1686.5            301
47            -1683.5            587
48            -1683.5            885
62            -1421.5            1159
63            -1421.5            1406
53            -1418.5            -1394
54            -1424.5            -1141
55            -1421.5            -852
56            -1424.5            -569
57            -1424.5            -274
58            -1421.5            12
59            -1424.5            310
60            -1424.5            590
61            -1421.5            870
75            -1171.5            1153
76            -1171.5            1409
66            -1171.5            -1397
67            -1171.5            -1132
68            -1171.5            -855
69            -1171.5            -566
70            -1171.5            -286
71            -1168.5            15
72            -1165.5            313
73            -1171.5            593
88            -909.5            1156
89            -909.5            1412
79            -909.5            -1400
81            -909.5            -846
82            -909.5            -566
83            -909.5            -277
84            -909.5            21
85            -909.5            316
86            -909.5            599
87            -909.5            888
101            -641.5            1156
102            -641.5            1412
92            -647.5            -1397
93            -644.5            -1135
94            -644.5            -852
95            -647.5            -566
96            -644.5            -268
97            -647.5            21
99            -644.5            599
100            -644.5            879
114            -388.5            1159
115            -388.5            1421
105            -385.5            -1394
106            -388.5            -1132
107            -388.5            -864
108            -388.5            -572
109            -391.5            -277
110            -388.5            18
111            -391.5            307
112            -388.5            593
113            -388.5            876
127            -132.5            1159
128            -132.5            1415
118            -135.5            -1394
120            -135.5            -846
121            -132.5            -560
122            -132.5            -277
123            -132.5            15
124            -132.5            310
125            -132.5            599
126            -132.5            879
270            -2418.5            1156
271            -2412.5            1412
261            -2406.5            -1397
262            -2409.5            -1126
263            -2418.5            -846
264            -2415.5            -557
265            -2412.5            -271
266            -2412.5            18
267            -2406.5            301
268            -2406.5            593
269            -2388.5            882
283            -2186.5            1156
284            -2186.5            1412
274            -2198.5            -1394
275            -2198.5            -1132
276            -2198.5            -855
277            -2186.5            -566
278            -2186.5            -274
279            -2183.5            12
280            -2183.5            307
281            -2180.5            590
282            -2183.5            876
400            132.5            1153
401            141.5            1406
391            132.5            -1397
392            132.5            -1129
393            132.5            -849
394            132.5            -566
395            135.5            -274
396            135.5            15
397            135.5            307
398            132.5            587
399            132.5            873
413            397.5            1144
414            394.5            1397
404            388.5            -1388
405            391.5            -1132
406            391.5            -855
407            391.5            -560
408            391.5            -283
409            391.5            3
410            394.5            301
411            394.5            584
412            394.5            873
426            650.5            1153
427            650.5            1409
417            644.5            -1394
418            644.5            -1132
419            644.5            -858
420            647.5            -560
421            647.5            -268
422            650.5            3
423            647.5            301
424            650.5            587
425            650.5            873
439            909.5            1150
440            909.5            1406
430            909.5            -1397
431            909.5            -1126
432            909.5            -858
433            909.5            -575
434            909.5            -274
435            909.5            18
436            909.5            304
437            909.5            587
438            909.5            873
452            1177.5            1150
453            1174.5            1409
443            1171.5            -1391
444            1171.5            -1132
445            1171.5            -855
446            1174.5            -566
447            1174.5            -277
448            1171.5            18
449            1171.5            298
450            1174.5            590
451            1174.5            873
465            1424.5            1150
466            1421.5            1409
456            1418.5            -1394
457            1424.5            -1129
458            1424.5            -843
459            1424.5            -566
460            1424.5            -268
462            1424.5            304
463            1424.5            587
464            1424.5            873
478            1695.5            1138
479            1695.5            1409
469            1683.5            -1397
470            1683.5            -1132
471            1686.5            -846
472            1692.5            -560
473            1683.5            -274
474            1692.5            12
475            1692.5            301
476            1692.5            587
477            1695.5            861
491            1960.5            1147
492            1960.5            1397
482            1945.5            -1394
483            1960.5            -1129
484            1960.5            -852
485            1960.5            -563
486            1960.5            -283
487            1960.5            12
488            1960.5            307
489            1960.5            587
490            1963.5            876
504            2204.5            1156
505            2204.5            1409
495            2198.5            -1388
496            2186.5            -1135
497            2198.5            -843
498            2198.5            -566
499            2198.5            -277
500            2201.5            21
501            2201.5            301
502            2201.5            593
503            2201.5            879
517            2403.5            1153
518            2376.5            1406
508            2391.5            -1397
509            2412.5            -1123
510            2397.5            -849
511            2406.5            -551
512            2406.5            -280
513            2388.5            15
514            2382.5            298
515            2400.5            587
516            2400.5            870
296            -1948.5            1153
297            -1945.5            1403
287            -1951.5            -1397
288            -1951.5            -1138
289            -1951.5            -852
290            -1948.5            -563
291            -1948.5            -277
292            -1951.5            12
293            -1978.5            292
294            -1951.5            590
295            -1960.5            876
309            -1677.5            1159
310            -1674.5            1418
300            -1686.5            -1403
301            -1683.5            -1132
302            -1683.5            -858
303            -1686.5            -563
304            -1680.5            -283
305            -1683.5            21
306            -1683.5            304
307            -1683.5            590
308            -1677.5            879
322            -1415.5            1159
323            -1415.5            1421
313            -1421.5            -1397
314            -1421.5            -1132
315            -1421.5            -852
316            -1418.5            -557
317            -1418.5            -271
318            -1418.5            12
319            -1418.5            307
320            -1418.5            584
321            -1415.5            873
335            -1165.5            1156
336            -1165.5            1412
326            -1171.5            -1397
327            -1168.5            -1135
328            -1165.5            -843
329            -1165.5            -572
330            -1165.5            -280
331            -1165.5            3
332            -1165.5            304
333            -1165.5            587
334            -1165.5            876
348            -906.5            1153
349            -909.5            1415
339            -909.5            -1400
340            -909.5            -1138
341            -909.5            -849
342            -906.5            -563
343            -909.5            -277
344            -909.5            9
345            -906.5            301
346            -909.5            587
347            -906.5            873
361            -641.5            1144
362            -641.5            1412
352            -641.5            -1397
353            -644.5            -1132
354            -641.5            -855
355            -641.5            -566
356            -644.5            -274
357            -641.5            3
358            -641.5            304
359            -641.5            587
360            -641.5            873
374            -385.5            1147
375            -385.5            1412
365            -388.5            -1400
366            -385.5            -1135
367            -388.5            -861
368            -385.5            -572
370            -385.5            6
371            -385.5            307
372            -385.5            584
373            -385.5            873
387            -129.5            1153
388            -126.5            1412
378            -132.5            -1403
379            -132.5            -1138
380            -132.5            -846
381            -132.5            -566
382            -129.5            -286
383            -132.5            12
384            -129.5            301
385            -129.5            590
386            -132.5            876
